code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,date_registration,target,total_clicks
FFF,2014J,M,Wales,Lower Than A Level,0-10%,0-35,0,90,N,-32.0,0,6226.0
FFF,2014J,M,South East Region,A Level or Equivalent,20-30%,0-35,0,120,N,-50.0,1,73.0
FFF,2014J,M,North Western Region,Lower Than A Level,70-80%,0-35,0,120,N,-60.0,0,3357.0
FFF,2014J,M,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,-70.0,0,4603.0
FFF,2014J,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,-21.0,1,1.0
FFF,2014J,M,South Region,Lower Than A Level,70-80%,0-35,0,60,N,-63.0,0,492.0
FFF,2014J,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,120,Y,-65.0,0,2332.0
FFF,2014J,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,-67.0,0,344.0
FFF,2014J,M,North Region,Lower Than A Level,Unknown,35-55,0,60,N,-38.0,0,8390.0
FFF,2014J,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,120,N,-67.0,1,0.0
FFF,2014J,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,-67.0,0,1277.0
FFF,2014J,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,-66.0,1,375.0
FFF,2014J,M,Scotland,A Level or Equivalent,80-90%,35-55,0,60,N,-36.0,1,438.0
FFF,2014J,M,South Region,HE Qualification,70-80%,35-55,0,90,N,-23.0,0,7295.0
FFF,2014J,M,Wales,Lower Than A Level,30-40%,0-35,0,120,N,-24.0,0,8730.0
FFF,2014J,M,London Region,A Level or Equivalent,30-40%,0-35,0,60,N,-53.0,1,13.0
FFF,2014J,M,London Region,A Level or Equivalent,20-30%,35-55,0,120,N,-66.0,1,0.0
FFF,2014J,F,South East Region,A Level or Equivalent,30-40%,0-35,0,60,Y,-36.0,1,571.0
FFF,2014J,M,Scotland,A Level or Equivalent,80-90%,0-35,0,60,N,-64.0,0,1418.0
FFF,2014J,M,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,-45.0,0,652.0
FFF,2014J,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,-66.0,1,1034.0
FFF,2014J,M,Scotland,Lower Than A Level,30-40%,0-35,0,90,N,-36.0,0,4543.0
FFF,2014J,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,90,N,-37.0,1,582.0
FFF,2014J,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,-66.0,0,1203.0
FFF,2014J,F,South Region,A Level or Equivalent,0-10%,0-35,0,120,N,-65.0,1,0.0
FFF,2014J,M,East Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,-45.0,0,3606.0
FFF,2014J,M,Wales,Lower Than A Level,80-90%,35-55,0,60,N,-37.0,0,5310.0
FFF,2014J,F,North Region,A Level or Equivalent,10-20,35-55,0,120,N,-66.0,1,0.0
FFF,2014J,M,North Region,A Level or Equivalent,90-100%,0-35,0,120,N,-66.0,1,929.0
FFF,2014J,F,Wales,A Level or Equivalent,60-70%,0-35,0,60,N,-37.0,0,45.0
FFF,2014J,M,North Region,A Level or Equivalent,Unknown,35-55,0,60,N,-21.0,0,4011.0
FFF,2014J,M,South Region,A Level or Equivalent,20-30%,0-35,0,90,N,-34.0,0,2841.0
FFF,2014J,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,120,N,-65.0,1,0.0
FFF,2014J,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,-23.0,0,3622.0
FFF,2014J,M,North Western Region,Lower Than A Level,40-50%,0-35,0,90,N,-64.0,0,3684.0
FFF,2014J,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,120,N,-64.0,1,1826.0
FFF,2014J,M,South West Region,Lower Than A Level,30-40%,0-35,0,120,N,-22.0,1,642.0
FFF,2014J,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,150,N,-32.0,1,188.0
FFF,2014J,M,South West Region,A Level or Equivalent,50-60%,0-35,0,120,N,-60.0,0,2700.0
FFF,2014J,M,East Anglian Region,Lower Than A Level,50-60%,35-55,0,90,N,-58.0,1,357.0
FFF,2014J,M,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,-59.0,0,2897.0
FFF,2014J,M,South West Region,Lower Than A Level,30-40%,0-35,0,120,N,-63.0,0,1645.0
FFF,2014J,M,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,-52.0,0,1003.0
FFF,2014J,F,London Region,Lower Than A Level,20-30%,0-35,0,60,N,-63.0,1,110.0
FFF,2014J,M,Wales,A Level or Equivalent,80-90%,0-35,0,120,N,-53.0,0,7383.0
FFF,2014J,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,-60.0,1,4840.0
FFF,2014J,M,Yorkshire Region,A Level or Equivalent,10-20,35-55,0,150,N,-60.0,1,0.0
FFF,2014J,M,South East Region,Lower Than A Level,10-20,0-35,0,90,N,-60.0,0,848.0
FFF,2014J,M,South Region,HE Qualification,10-20,0-35,0,150,N,-17.0,1,1337.0
FFF,2014J,M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,60,N,-14.0,1,800.0
FFF,2014J,M,South West Region,Lower Than A Level,40-50%,0-35,0,180,N,-60.0,0,1214.0
FFF,2014J,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,N,-28.0,0,2494.0
FFF,2014J,M,East Anglian Region,HE Qualification,80-90%,0-35,0,120,N,2.0,0,1482.0
FFF,2014J,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,-17.0,0,4845.0
FFF,2014J,M,London Region,Lower Than A Level,20-30%,0-35,0,180,N,-59.0,1,591.0
FFF,2014J,M,West Midlands Region,HE Qualification,30-40%,35-55,0,120,N,-49.0,0,6705.0
FFF,2014J,F,London Region,Lower Than A Level,60-70%,0-35,0,90,N,-22.0,0,5720.0
FFF,2014J,M,Scotland,Lower Than A Level,70-80%,0-35,0,60,N,-46.0,0,539.0
FFF,2014J,M,Ireland,Lower Than A Level,Unknown,35-55,0,60,N,-23.0,1,5891.0
FFF,2014J,M,South Region,Lower Than A Level,10-20,0-35,0,120,N,-59.0,1,0.0
FFF,2014J,M,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,90,N,-59.0,0,3082.0
FFF,2014J,M,Ireland,Lower Than A Level,60-70%,0-35,0,60,Y,-25.0,0,772.0
FFF,2014J,M,Yorkshire Region,No Formal quals,0-10%,0-35,0,60,N,-59.0,0,3592.0
FFF,2014J,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,-59.0,0,943.0
FFF,2014J,M,North Region,Lower Than A Level,0-10%,0-35,0,120,N,-57.0,0,4470.0
FFF,2014J,F,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,-45.0,1,0.0
FFF,2014J,M,South East Region,A Level or Equivalent,60-70%,0-35,0,120,N,-51.0,1,32.0
FFF,2014J,M,East Midlands Region,Lower Than A Level,10-20,0-35,0,120,Y,-59.0,1,0.0
FFF,2014J,M,Scotland,HE Qualification,0-10%,0-35,0,105,Y,-32.0,0,2135.0
FFF,2014J,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,-46.0,1,503.0
FFF,2014J,F,South East Region,A Level or Equivalent,0-10%,0-35,0,90,N,-58.0,1,9.0
FFF,2014J,M,East Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,-28.0,1,0.0
FFF,2014J,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,120,N,-57.0,0,4035.0
FFF,2014J,F,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,-32.0,0,1852.0
FFF,2014J,M,South Region,Lower Than A Level,90-100%,0-35,0,60,N,-46.0,0,4695.0
FFF,2014J,M,South West Region,Lower Than A Level,10-20,0-35,0,120,N,-38.0,1,162.0
FFF,2014J,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,120,N,-46.0,1,0.0
FFF,2014J,M,Ireland,A Level or Equivalent,70-80%,0-35,0,90,N,-29.0,0,2500.0
FFF,2014J,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,210,N,-57.0,1,2341.0
FFF,2014J,M,London Region,A Level or Equivalent,80-90%,35-55,0,120,Y,-30.0,1,0.0
FFF,2014J,M,North Western Region,A Level or Equivalent,50-60%,0-35,0,120,N,-15.0,0,68.0
FFF,2014J,M,London Region,A Level or Equivalent,70-80%,0-35,0,120,N,-53.0,0,188.0
FFF,2014J,M,South East Region,Lower Than A Level,90-100%,0-35,0,60,N,-57.0,1,533.0
FFF,2014J,M,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,-42.0,0,4642.0
FFF,2014J,M,East Midlands Region,Lower Than A Level,30-40%,0-35,0,90,N,-57.0,1,104.0
FFF,2014J,M,Scotland,Lower Than A Level,0-10%,0-35,0,60,N,-37.0,0,99.0
FFF,2014J,M,South West Region,A Level or Equivalent,30-40%,0-35,0,120,N,-56.0,0,1838.0
FFF,2014J,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,-51.0,0,2808.0
FFF,2014J,M,East Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,-30.0,0,4812.0
FFF,2014J,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,120,Y,-43.0,0,6461.0
FFF,2014J,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,120,N,-23.0,1,200.0
FFF,2014J,M,South East Region,HE Qualification,90-100%,0-35,0,120,N,-53.0,1,96.0
FFF,2014J,M,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,-56.0,1,174.0
FFF,2014J,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,Y,-53.0,1,0.0
FFF,2014J,M,North Region,HE Qualification,10-20,0-35,0,60,N,-18.0,0,5740.0
FFF,2014J,M,West Midlands Region,HE Qualification,0-10%,35-55,0,90,N,-36.0,0,3520.0
FFF,2014J,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,120,N,-50.0,0,2233.0
FFF,2014J,M,North Western Region,A Level or Equivalent,10-20,0-35,0,120,N,-53.0,0,1178.0
FFF,2014J,F,South East Region,A Level or Equivalent,30-40%,0-35,0,120,N,-53.0,0,1925.0
FFF,2014J,M,Yorkshire Region,HE Qualification,90-100%,0-35,0,120,N,-49.0,1,2.0
FFF,2014J,M,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,Y,-8.0,0,1064.0
FFF,2014J,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,90,N,-46.0,1,0.0
FFF,2014J,F,South East Region,Lower Than A Level,0-10%,0-35,0,180,N,-53.0,1,1.0
FFF,2014J,M,South Region,Lower Than A Level,50-60%,0-35,0,150,N,-17.0,1,15.0
FFF,2014J,M,London Region,A Level or Equivalent,50-60%,0-35,0,120,N,-23.0,0,2202.0
FFF,2014J,M,South Region,Lower Than A Level,20-30%,35-55,0,60,N,-53.0,0,379.0
FFF,2014J,M,Wales,A Level or Equivalent,80-90%,0-35,0,120,N,-46.0,0,275.0
FFF,2014J,M,South West Region,A Level or Equivalent,20-30%,35-55,0,120,N,-50.0,1,1160.0
FFF,2014J,M,North Western Region,Lower Than A Level,20-30%,0-35,0,120,N,-28.0,0,2779.0
FFF,2014J,M,South West Region,A Level or Equivalent,40-50%,0-35,0,120,N,-23.0,0,1244.0
FFF,2014J,M,South Region,A Level or Equivalent,70-80%,0-35,0,90,N,-44.0,1,882.0
FFF,2014J,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,120,N,-25.0,0,368.0
FFF,2014J,M,West Midlands Region,Lower Than A Level,10-20,35-55,0,240,N,-50.0,1,0.0
FFF,2014J,M,Wales,Lower Than A Level,10-20,0-35,0,60,Y,-30.0,0,891.0
FFF,2014J,M,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,-50.0,1,711.0
FFF,2014J,M,South Region,A Level or Equivalent,60-70%,0-35,0,90,N,-41.0,0,646.0
FFF,2014J,M,Scotland,HE Qualification,30-40%,0-35,0,60,N,-25.0,0,3315.0
FFF,2014J,M,North Region,Lower Than A Level,20-30%,0-35,0,120,N,-43.0,0,2406.0
FFF,2014J,M,Yorkshire Region,Lower Than A Level,80-90%,35-55,0,90,N,-49.0,0,9247.0
FFF,2014J,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,120,N,-43.0,1,0.0
FFF,2014J,F,South West Region,HE Qualification,40-50%,0-35,0,60,N,-50.0,0,3937.0
FFF,2014J,F,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,180,N,-51.0,0,2758.0
FFF,2014J,F,South West Region,Lower Than A Level,30-40%,35-55,0,120,N,-46.0,0,6249.0
FFF,2014J,M,South Region,Lower Than A Level,40-50%,0-35,0,240,N,-51.0,1,580.0
FFF,2014J,M,London Region,Lower Than A Level,0-10%,35-55,0,120,N,-25.0,1,837.0
FFF,2014J,M,Ireland,A Level or Equivalent,50-60%,0-35,0,60,N,-10.0,0,443.0
FFF,2014J,M,South Region,A Level or Equivalent,60-70%,0-35,0,120,N,-46.0,0,2953.0
FFF,2014J,M,London Region,A Level or Equivalent,50-60%,0-35,0,60,N,-37.0,1,93.0
FFF,2014J,M,South Region,A Level or Equivalent,50-60%,0-35,0,120,N,-50.0,1,689.0
FFF,2014J,M,South East Region,Lower Than A Level,80-90%,35-55,0,120,N,-50.0,1,0.0
FFF,2014J,M,Ireland,Lower Than A Level,50-60%,35-55,0,60,N,-9.0,0,85.0
FFF,2014J,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,-46.0,0,1649.0
FFF,2014J,M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,60,N,-31.0,0,4368.0
FFF,2014J,F,East Anglian Region,Lower Than A Level,90-100%,35-55,0,60,N,-42.0,0,6014.0
FFF,2014J,M,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,-49.0,0,3023.0
FFF,2014J,M,Ireland,Lower Than A Level,90-100%,0-35,0,60,N,-15.0,0,4275.0
FFF,2014J,M,South Region,Lower Than A Level,60-70%,0-35,0,60,N,-38.0,1,0.0
FFF,2014J,F,London Region,HE Qualification,0-10%,0-35,0,120,N,-32.0,0,3729.0
FFF,2014J,M,Scotland,A Level or Equivalent,40-50%,0-35,0,120,N,-37.0,0,95.0
FFF,2014J,M,South East Region,A Level or Equivalent,30-40%,0-35,0,120,N,-23.0,1,142.0
FFF,2014J,M,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,-49.0,0,3080.0
FFF,2014J,M,East Anglian Region,Lower Than A Level,10-20,35-55,0,150,N,-46.0,0,7486.0
FFF,2014J,M,South West Region,A Level or Equivalent,90-100%,0-35,0,120,N,-36.0,1,1036.0
FFF,2014J,M,Yorkshire Region,A Level or Equivalent,60-70%,35-55,0,60,N,-23.0,1,18.0
FFF,2014J,F,Wales,A Level or Equivalent,30-40%,0-35,0,90,N,-17.0,0,3369.0
FFF,2014J,M,London Region,Lower Than A Level,20-30%,0-35,0,60,N,-31.0,1,194.0
FFF,2014J,M,Scotland,Lower Than A Level,40-50%,0-35,0,60,N,-38.0,0,1827.0
FFF,2014J,M,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,-23.0,0,144.0
FFF,2014J,M,Scotland,HE Qualification,80-90%,35-55,0,120,N,-36.0,1,1.0
FFF,2014J,M,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,-15.0,0,823.0
FFF,2014J,M,South West Region,A Level or Equivalent,90-100%,0-35,0,120,N,-46.0,1,0.0
FFF,2014J,M,Wales,HE Qualification,20-30%,0-35,0,90,N,-23.0,1,14.0
FFF,2014J,M,South West Region,A Level or Equivalent,70-80%,0-35,0,120,N,-35.0,0,3253.0
FFF,2014J,F,West Midlands Region,HE Qualification,20-30%,35-55,0,60,N,-25.0,1,356.0
FFF,2014J,M,Wales,Lower Than A Level,20-30%,0-35,0,120,N,-44.0,0,281.0
FFF,2014J,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,-31.0,0,1209.0
FFF,2014J,M,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,-37.0,1,30.0
FFF,2014J,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,120,N,-43.0,1,0.0
FFF,2014J,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,60,Y,-46.0,1,0.0
FFF,2014J,F,North Western Region,HE Qualification,10-20,0-35,0,120,N,-46.0,0,3464.0
FFF,2014J,M,South East Region,A Level or Equivalent,60-70%,0-35,0,60,Y,-46.0,1,440.0
FFF,2014J,M,North Western Region,HE Qualification,20-30%,0-35,0,120,N,-31.0,0,7759.0
FFF,2014J,M,Scotland,A Level or Equivalent,40-50%,0-35,0,120,N,-23.0,0,3595.0
FFF,2014J,M,East Midlands Region,Lower Than A Level,20-30%,35-55,0,120,N,-46.0,0,6398.0
FFF,2014J,F,East Midlands Region,Lower Than A Level,10-20,0-35,0,120,N,-38.0,1,29.0
FFF,2014J,F,Wales,Lower Than A Level,40-50%,35-55,0,240,N,-44.0,1,689.0
FFF,2014J,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,180,N,-46.0,0,1849.0
FFF,2014J,M,Ireland,Lower Than A Level,Unknown,0-35,0,60,N,-45.0,0,6433.0
FFF,2014J,M,West Midlands Region,Lower Than A Level,Unknown,0-35,0,60,N,-46.0,1,2422.0
FFF,2014J,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,120,Y,-45.0,1,1.0
FFF,2014J,M,West Midlands Region,Lower Than A Level,70-80%,0-35,0,120,N,-45.0,1,8.0
FFF,2014J,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,120,N,-16.0,0,783.0
FFF,2014J,M,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,-32.0,0,1511.0
FFF,2014J,M,West Midlands Region,Lower Than A Level,40-50%,35-55,0,90,N,-42.0,1,583.0
FFF,2014J,M,North Western Region,Lower Than A Level,30-40%,35-55,0,120,N,-38.0,1,3.0
FFF,2014J,M,North Western Region,HE Qualification,0-10%,0-35,0,60,N,-41.0,0,491.0
FFF,2014J,M,North Region,A Level or Equivalent,Unknown,35-55,0,60,N,-23.0,0,1472.0
FFF,2014J,M,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,-29.0,1,601.0
FFF,2014J,M,North Western Region,A Level or Equivalent,10-20,35-55,0,120,Y,-31.0,0,2140.0
FFF,2014J,M,North Western Region,A Level or Equivalent,70-80%,35-55,0,60,N,-38.0,0,5725.0
FFF,2014J,F,South Region,Lower Than A Level,10-20,35-55,0,120,N,-15.0,1,99.0
FFF,2014J,M,South Region,A Level or Equivalent,20-30%,0-35,0,60,N,-37.0,0,2601.0
FFF,2014J,M,London Region,A Level or Equivalent,30-40%,0-35,0,120,N,-44.0,1,19.0
FFF,2014J,F,Scotland,A Level or Equivalent,40-50%,35-55,0,60,N,-23.0,0,2538.0
FFF,2014J,M,North Region,Lower Than A Level,0-10%,0-35,0,240,N,-44.0,1,191.0
FFF,2014J,F,North Region,A Level or Equivalent,30-40%,0-35,0,120,N,-44.0,1,0.0
FFF,2014J,M,West Midlands Region,Lower Than A Level,50-60%,35-55,0,60,N,-42.0,1,77.0
FFF,2014J,M,North Western Region,A Level or Equivalent,30-40%,35-55,0,120,Y,-44.0,1,2.0
FFF,2014J,M,London Region,Lower Than A Level,10-20,0-35,0,120,N,-30.0,0,145.0
FFF,2014J,M,London Region,A Level or Equivalent,20-30%,0-35,0,120,N,-43.0,1,0.0
FFF,2014J,F,North Western Region,Lower Than A Level,10-20,0-35,0,120,Y,-37.0,1,0.0
FFF,2014J,M,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,-34.0,1,0.0
FFF,2014J,F,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,60,N,-31.0,1,0.0
FFF,2014J,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,60,N,-10.0,0,8713.0
FFF,2014J,F,Ireland,A Level or Equivalent,Unknown,0-35,0,60,N,-41.0,1,218.0
FFF,2014J,M,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,Y,-32.0,0,2294.0
FFF,2014J,M,South West Region,A Level or Equivalent,20-30%,0-35,0,150,N,-25.0,0,4796.0
FFF,2014J,M,East Midlands Region,Lower Than A Level,30-40%,0-35,0,120,N,-38.0,0,1702.0
FFF,2014J,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,120,N,-38.0,1,43.0
FFF,2014J,M,London Region,Lower Than A Level,20-30%,0-35,0,120,N,-31.0,0,1789.0
FFF,2014J,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,N,-42.0,1,2.0
FFF,2014J,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,120,N,-31.0,1,71.0
FFF,2014J,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,-42.0,0,3860.0
FFF,2014J,M,South East Region,Lower Than A Level,60-70%,0-35,0,60,N,-41.0,1,718.0
FFF,2014J,M,Scotland,HE Qualification,10-20,0-35,0,120,N,-29.0,0,1706.0
FFF,2014J,M,London Region,Lower Than A Level,0-10%,0-35,0,120,N,-38.0,1,0.0
FFF,2014J,M,North Western Region,Lower Than A Level,80-90%,0-35,0,60,N,-28.0,0,155.0
FFF,2014J,M,Scotland,HE Qualification,70-80%,0-35,0,120,N,-23.0,0,3443.0
FFF,2014J,M,Scotland,A Level or Equivalent,40-50%,35-55,0,240,N,-38.0,1,4.0
FFF,2014J,M,East Midlands Region,HE Qualification,60-70%,0-35,0,60,N,-38.0,0,1320.0
FFF,2014J,M,London Region,Lower Than A Level,10-20,0-35,0,150,Y,-23.0,1,167.0
FFF,2014J,M,West Midlands Region,A Level or Equivalent,0-10%,35-55,0,180,N,-7.0,1,3.0
FFF,2014J,F,Scotland,HE Qualification,80-90%,35-55,0,90,N,-22.0,0,7083.0
FFF,2014J,M,Scotland,A Level or Equivalent,20-30%,35-55,0,120,N,-25.0,0,3699.0
FFF,2014J,M,East Midlands Region,Lower Than A Level,80-90%,0-35,0,120,N,-38.0,0,3012.0
FFF,2014J,M,South East Region,A Level or Equivalent,60-70%,0-35,0,180,N,-25.0,1,627.0
FFF,2014J,M,North Western Region,Lower Than A Level,50-60%,0-35,0,180,N,-22.0,1,24.0
FFF,2014J,M,South Region,A Level or Equivalent,70-80%,0-35,0,120,N,-37.0,0,138.0
FFF,2014J,M,West Midlands Region,Lower Than A Level,60-70%,0-35,0,120,N,-23.0,1,27.0
FFF,2014J,M,West Midlands Region,Lower Than A Level,90-100%,0-35,0,60,N,-37.0,0,3280.0
FFF,2014J,M,East Anglian Region,HE Qualification,90-100%,0-35,0,150,N,-36.0,0,1645.0
FFF,2014J,F,Scotland,Lower Than A Level,20-30%,35-55,0,120,N,-22.0,0,29.0
FFF,2014J,F,Scotland,Lower Than A Level,30-40%,0-35,0,90,N,-29.0,0,5651.0
FFF,2014J,M,Scotland,Lower Than A Level,0-10%,0-35,0,60,N,-22.0,0,1099.0
FFF,2014J,M,London Region,HE Qualification,30-40%,35-55,0,120,N,-17.0,0,3140.0
FFF,2014J,M,East Midlands Region,Lower Than A Level,50-60%,35-55,0,120,N,-37.0,1,0.0
FFF,2014J,M,South Region,Lower Than A Level,80-90%,0-35,0,120,N,-7.0,0,2350.0
FFF,2014J,M,Scotland,HE Qualification,50-60%,0-35,0,120,N,-28.0,0,5030.0
FFF,2014J,M,North Western Region,Lower Than A Level,50-60%,0-35,0,180,N,-36.0,1,191.0
FFF,2014J,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,N,-36.0,0,1919.0
FFF,2014J,M,North Western Region,A Level or Equivalent,0-10%,35-55,0,120,N,-34.0,0,4941.0
FFF,2014J,F,South East Region,A Level or Equivalent,90-100%,35-55,0,120,N,-35.0,0,5111.0
FFF,2014J,F,East Midlands Region,HE Qualification,10-20,0-35,0,120,N,-34.0,0,5313.0
FFF,2014J,M,North Western Region,Lower Than A Level,90-100%,0-35,0,60,N,-30.0,1,0.0
FFF,2014J,M,South Region,A Level or Equivalent,20-30%,0-35,0,90,N,-34.0,1,549.0
FFF,2014J,M,North Western Region,Lower Than A Level,50-60%,0-35,0,60,N,-14.0,0,2668.0
FFF,2014J,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,120,N,-29.0,1,0.0
FFF,2014J,M,South Region,Lower Than A Level,50-60%,35-55,0,60,Y,-34.0,0,122.0
FFF,2014J,M,Scotland,A Level or Equivalent,60-70%,0-35,0,90,N,-14.0,0,1486.0
FFF,2014J,M,Ireland,A Level or Equivalent,0-10%,0-35,0,60,N,-32.0,0,4280.0
FFF,2014J,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,90,N,-34.0,0,3533.0
FFF,2014J,M,London Region,A Level or Equivalent,10-20,35-55,0,90,N,-30.0,0,5610.0
FFF,2014J,M,South Region,A Level or Equivalent,10-20,0-35,0,60,N,-32.0,0,692.0
FFF,2014J,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,-23.0,1,0.0
FFF,2014J,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,-31.0,0,2646.0
FFF,2014J,M,South West Region,A Level or Equivalent,10-20,0-35,0,60,N,-32.0,1,21.0
FFF,2014J,M,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,-32.0,0,311.0
FFF,2014J,M,West Midlands Region,HE Qualification,90-100%,0-35,0,60,N,-31.0,0,4584.0
FFF,2014J,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,-23.0,0,2537.0
FFF,2014J,M,North Region,A Level or Equivalent,0-10%,0-35,0,120,N,-29.0,1,81.0
FFF,2014J,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,120,N,-23.0,1,101.0
FFF,2014J,M,Yorkshire Region,Lower Than A Level,80-90%,0-35,0,60,N,-28.0,0,2080.0
FFF,2014J,M,Wales,A Level or Equivalent,40-50%,35-55,0,60,N,-18.0,0,5989.0
FFF,2014J,M,North Western Region,A Level or Equivalent,10-20,0-35,0,120,Y,-25.0,0,1552.0
FFF,2014J,M,South Region,Lower Than A Level,80-90%,0-35,0,60,N,-25.0,1,0.0
FFF,2014J,M,North Region,HE Qualification,Unknown,0-35,0,120,N,-23.0,0,3721.0
FFF,2014J,M,London Region,Lower Than A Level,20-30%,35-55,0,120,N,-25.0,1,21.0
FFF,2014J,F,Ireland,HE Qualification,Unknown,0-35,0,150,N,-16.0,0,3611.0
FFF,2014J,M,Ireland,A Level or Equivalent,90-100%,0-35,0,60,N,-23.0,0,3265.0
FFF,2014J,M,North Region,Lower Than A Level,0-10%,35-55,0,120,N,-30.0,1,31.0
FFF,2014J,M,South Region,HE Qualification,80-90%,0-35,0,60,N,-16.0,0,3582.0
FFF,2014J,M,North Region,HE Qualification,Unknown,0-35,0,90,N,-23.0,0,1264.0
FFF,2014J,M,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,60,N,-30.0,1,919.0
FFF,2014J,M,East Anglian Region,A Level or Equivalent,50-60%,35-55,0,120,N,-28.0,0,3626.0
FFF,2014J,M,London Region,A Level or Equivalent,80-90%,0-35,0,90,N,-29.0,0,33.0
FFF,2014J,M,North Region,Lower Than A Level,20-30%,35-55,0,120,N,-28.0,0,970.0
FFF,2014J,F,London Region,Lower Than A Level,30-40%,0-35,0,180,N,-13.0,0,6330.0
FFF,2014J,M,Yorkshire Region,No Formal quals,0-10%,0-35,0,240,N,-29.0,1,663.0
FFF,2014J,M,South West Region,HE Qualification,20-30%,0-35,0,180,N,-15.0,0,1415.0
FFF,2014J,M,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,-29.0,0,2859.0
